Spieler_ID;Vereins_ID;Trikot_Nr;Spieler_Name;Land;Spiele;Tore;Vorlagen;
979;34;22;Vitus Eicher;Deutschland;3;0;0;
980;34;39;Matthias Kobbing;Deutschland;0;0;0;
981;34;1;Kevin Müller;Deutschland;25;0;0;
982;34;24;Oliver Schnitzler;Deutschland;0;0;0;
983;34;16;Robin Tim Becker;Deutschland;0;0;0;
984;34;33;Timo Beermann;Deutschland;20;1;0;
985;34;2;Marnon Busch;Deutschland;8;1;0;
986;34;28;Arne Feick;Deutschland;23;2;0;
987;34;34;Ibrahim Hajtic;Bosnien-Herzegowina;1;0;0;
988;34;23;Kevin Kraus;Deutschland;16;1;0;
989;34;20;Ronny Philp;Deutschland;5;0;0;
990;34;4;Oliver Steurer;Deutschland;4;0;0;
991;34;29;Robert Strauß;Deutschland;16;0;0;
992;34;25;Hauke Finn Wahl;Deutschland;0;0;0;
993;34;5;Mathias Wittek;Deutschland;21;2;0;
994;34;10;Nikola Dovedan;Österreich;23;1;0;
995;34;36;Dave Gnaase;Deutschland;0;0;0;
996;34;18;Sebastian Griesbeck;Deutschland;24;0;0;
997;34;17;Maurice Multhaup;Deutschland;0;0;0;
998;34;27;Kolja Pusch;Deutschland;16;1;0;
999;34;7;Marc Schnatterer;Deutschland;28;8;0;
1000;34;32;Kevin Sessa;Deutschland;2;0;0;
1001;34;0;Kevin Sessa;Deutschland;2;0;0;
1002;34;38;Tim Skarke;Deutschland;11;0;0;
1003;34;30;Norman Theuerkauf;Deutschland;20;0;0;
1004;34;21;Maximilian Thiel;Deutschland;23;6;0;
1005;34;26;Marcel Titsch Rivero;Deutschland;24;1;0;
1006;34;9;Robert Glatzel;Deutschland;25;4;0;
1007;34;21;Tim Kleindienst;Deutschland;0;0;0;
1008;34;35;Kevin Lankford;Deutschland;9;0;0;
1009;34;11;Denis Thomalla;Deutschland;12;1;0;
1010;34;15;John Verhoek;Niederlande;22;8;0;
1011;34;31;Dominik Widemann;Deutschland;2;1;0;
1012;35;31;Michael Esser;Deutschland;0;0;0;
1013;35;1;Daniel Fernandes;Portugal;22;0;0;
1014;35;23;Joel Mall;Schweiz;5;0;0;
1015;35;31;Florian Stritzel;Deutschland;1;0;0;
1016;35;33;Romain Brégerie;Frankreich;8;1;0;
1017;35;2;Joao Renato da Cunha;Brasilien;0;0;0;
1018;35;19;Kevin Großkreutz;Deutschland;23;3;0;
1019;35;21;Immanuel Höhn;Deutschland;16;1;0;
1020;35;32;Fabian Holland;Deutschland;27;0;0;
1021;35;35;Niklas Kern;Deutschland;0;0;0;
1022;35;37;Leo Petri;Deutschland;0;0;0;
1023;35;17;Sandro Sirigu;Deutschland;15;0;0;
1024;35;4;Aytac Sulu;Deutschland;27;3;0;
1025;35;28;Baris Atik;Türkei;3;0;0;
1026;35;28;Änis Ben-Hatira;Deutschland;0;0;0;
1027;35;8;Jerome Gondorf;Deutschland;0;0;0;
1028;35;20;Marcel Heller;Deutschland;0;0;0;
1029;35;3;Joevin Jones;Trinidad und Tobago;10;3;0;
1030;35;36;Wilson Kamavuaka;Deutschland;22;2;0;
1031;35;11;Tobias Kempe;Deutschland;24;7;0;
1032;35;38;Romuald Lacazette;Frankreich;3;0;0;
1033;35;5;Slobodan Medojevic;Serbien;8;0;0;
1034;35;6;Marvin Mehlem;Deutschland;16;2;0;
1035;35;18;Peter Niemeyer;Deutschland;3;0;0;
1036;35;10;Jan Rosenthal;Deutschland;12;0;0;
1037;35;39;Paul Schmieder;Deutschland;0;0;0;
1038;35;13;Markus Steinhöfer;Deutschland;15;0;0;
1039;35;8;Julian von Haacke;Deutschland;5;0;0;
1040;35;15;Terrence Boyd;Vereinigte Staaten;18;4;0;
1041;35;16;Antonio Mirko Colak;Kroatien;0;0;0;
1042;35;27;McKinze Gaines;Vereinigte Staaten;2;0;0;
1043;35;9;Dong Won Ji;Republik Korea (Südkorea);10;1;0;
1044;35;7;Felix Platte;Deutschland;16;3;0;
1045;35;39;Sven Schipplock;Deutschland;0;0;0;
1046;35;20;Artur Sobiech;Polen;20;2;0;
1047;35;40;Silas Zehnder;Deutschland;0;0;0;
1048;35;25;Yannick Stark;Deutschland;25;3;0;
1049;36;30;Lennart Grill;Deutschland;0;0;0;
1050;36;24;Marius Müller;Deutschland;27;0;0;
1051;36;32;Jan-Ole Sievers;Deutschland;3;0;0;
1052;36;3;Joel Abu Hanna;Deutschland;9;0;0;
1053;36;23;Jan-Ingwer Callsen-Bracker;Deutschland;8;0;0;
1054;36;19;Marcel Correia;Deutschland;9;0;0;
1055;36;6;Leon Guwara;Deutschland;21;0;0;
1056;36;5;Benjamin Kessel;Deutschland;19;1;0;
1057;36;2;Giuliano Modica;Italien;5;0;0;
1058;36;21;Philipp Mwene;Österreich;26;2;0;
1059;36;27;Patrick Salata;Deutschland;0;0;0;
1060;36;29;Stipe Vucur;Kroatien;28;3;0;
1061;36;4;Patrick Ziegler;Deutschland;14;0;0;
1062;36;10;Halil Altintop;Türkei;8;0;0;
1063;36;8;Gino Fechner;Deutschland;13;0;0;
1064;36;28;Daniel Halfar;Deutschland;9;1;0;
1065;36;18;Christoph Moritz;Deutschland;25;4;0;
1066;36;36;Manfred Osei-Kwadwo;Deutschland;15;0;0;
1067;36;38;Nils Seufert;Deutschland;16;0;0;
1068;36;37;Nicklas Shipnoski;Deutschland;8;0;0;
1069;36;25;Carlo Sickinger;Deutschland;0;0;0;
1070;36;14;Mads Albaek;Dänemark;4;0;0;
1071;36;11;Ruben Jenssen;Norwegen;8;0;0;
1072;36;9;Sebastian Andersson;Schweden;23;7;0;
1073;36;7;Brandon Borrello;Australien;18;3;0;
1074;36;22;Gervane Kastaneer;Niederlande;10;1;0;
1075;36;40;Torben Musel;Deutschland;9;0;0;
1076;36;26;Valdrin Mustafa;Deutschland;0;0;0;
1077;36;35;Osayamen Osawe;England;20;5;0;
1078;36;20;Kacper Przybylko;Polen;1;0;0;
1079;36;33;Lukas Spalvis;Litauen;19;5;0;
1080;36;39;David Tomic;Deutschland;0;0;0;
1081;37;28;Till Brinkmann;Deutschland;0;0;0;
1082;37;1;Michael Ratajczak;Deutschland;2;0;0;
1083;37;17;Leopold Zingerle;Deutschland;31;0;0;
1084;37;14;Thomas Bertels;Deutschland;18;2;0;
1085;37;33;Lukas Boeder;Deutschland;30;0;0;
1086;37;29;Jamilu Collins;Nigeria;13;0;0;
1087;37;30;Leon Fesser;Deutschland;5;1;0;
1088;37;12;Felix Herzenbruch;Deutschland;27;0;0;
1089;37;20;Pascal Itter;Deutschland;0;0;0;
1090;37;27;Matthias Stingl;Deutschland;4;0;0;
1091;37;5;Christian Strohdiek;Deutschland;29;3;0;
1092;37;31;Ben Zonlinski;Deutschland;28;8;0;
1093;37;16;Dardan Karimani;Albanien;0;0;0;
1094;37;21;Philipp Klement;Deutschland;10;2;0;
1095;37;0;Philipp Klement;Deutschland;10;2;0;
1096;37;23;Robin Krauße;Deutschland;30;2;0;
1097;37;26;Ron Schallenberg;Deutschland;0;0;0;
1098;37;13;Sebastian Schonlau;Deutschland;29;2;0;
1099;37;24;Fatih Ufuk;Deutschland;0;0;0;
1100;37;4;Massih Wassey;Kanada;25;7;0;
1101;37;6;Sebastian Wimmer;Österreich;12;0;0;
1102;37;22;Christopher Antwi-Adjej;Deutschland;29;2;0;
1103;37;32;Darryl Geurts;Deutschland;3;0;0;
1104;37;11;Sven Michel;Deutschland;32;14;0;
1105;37;7;Marlon Ritter;Deutschland;23;9;0;
1106;37;15;Phillip Tietz;Deutschland;12;5;0;
1107;37;19;Marc Vucinovic;Deutschland;5;1;0;
1108;37;9;Kwame Yeboah;Australien;10;1;0;
1109;38;30;Alexander Brunst-Zoellner;Deutschland;0;0;0;
1110;38;0;Alexander Brunst-Zoellner;Deutschland;0;0;0;
1111;38;1;Jan Glinker;Deutschland;31;0;0;
1112;38;12;Mario Seidel;Deutschland;0;0;0;
1113;38;0;Mario Seidel;Deutschland;0;0;0;
1114;38;39;Matthias Tischer;Deutschland;0;0;0;
1115;38;0;Marcel Costly;Deutschland;6;2;0;
1116;38;22;Andre Hainault;Kanada;6;1;0;
1117;38;10;Nico Hammann;Deutschland;27;1;0;
1118;38;3;Christopher Handke;Deutschland;26;2;0;
1119;38;4;Leon Heynke;Deutschland;0;0;0;
1120;38;0;Leon Heynke;Deutschland;0;0;0;
1121;38;14;Steffen Schäfer;Deutschland;21;0;0;
1122;38;0;Steffen Schäfer;Deutschland;21;0;0;
1123;38;5;Felix Schiller;Deutschland;15;0;0;
1124;38;37;Richard Weil;Deutschland;24;3;0;
1125;38;16;Nils Butzen;Deutschland;31;1;0;
1126;38;13;Dennis Erdmann;Deutschland;22;1;0;
1127;38;25;Sebastian Ernst;Deutschland;0;0;0;
1128;38;9;Manuel Farrona-Pulido;Deutschland;0;0;0;
1129;38;18;Florian Kath;Deutschland;0;0;0;
1130;38;23;Charles Elie Laprevotte;Frankreich;2;0;0;
1131;38;6;Jan Löhmannsröben;Deutschland;0;0;0;
1132;38;20;Andreas Ludwig;Deutschland;10;1;0;
1133;38;26;Gerrit Müller;Deutschland;3;0;0;
1134;38;19;Michel Niemeyer;Deutschland;23;6;0;
1135;38;6;Björn Rother;Deutschland;26;2;0;
1136;38;0;Björn Rother;Deutschland;26;2;0;
1137;38;17;Marius Sowislo;Deutschland;24;1;0;
1138;38;8;Philip Türpitz;Deutschland;27;11;0;
1139;38;0;Philip Türpitz;Deutschland;27;11;0;
1140;38;11;Christian Beck;Deutschland;31;9;0;
1141;38;24;Tarek Chahed;Deutschland;7;0;0;
1142;38;21;Julius Düker;Deutschland;23;4;0;
1143;38;7;Maurice Exslager;Deutschland;0;0;0;
1144;38;7;Felix Lohkemper;Deutschland;12;3;0;
1145;38;0;Felix Lohkemper;Deutschland;12;3;0;
1146;38;18;Florian Pick;Deutschland;12;0;0;
1147;38;15;Tobias Schwede;Deutschland;24;5;0;
1148;39;19;Jan Albrecht;Deutschland;0;0;0;
1149;39;1;Markus Kolke;Deutschland;32;0;0;
1150;39;25;Lukas Watkowiak;Deutschland;0;0;0;
1151;39;22;Michael Akoto;Deutschland;4;0;0;
1152;39;16;Niklas Dams;Deutschland;22;1;0;
1153;39;20;Moritz Kuhn;Deutschland;28;0;0;
1154;39;23;Alf Mintzel;Deutschland;28;1;0;
1155;39;4;Sascha Mockenhaupt;Deutschland;30;3;0;
1156;39;33;Sebastian Mrowca;Polen;25;1;0;
1157;39;29;Dominik Nothnagel;Deutschland;12;0;0;
1158;39;5;Soren-Kurt Reddemann;Deutschland;15;1;0;
1159;39;18;Steven Ruprecht;Deutschland;21;5;0;
1160;39;10;Robert Andrich;Deutschland;25;3;0;
1161;39;37;Stephan Andrist;Schweiz;32;15;0;
1162;39;8;David Blacha;Deutschland;25;3;0;
1163;39;28;Maximilian Dittgen;Deutschland;14;0;0;
1164;39;6;Patrick Funk;Deutschland;12;1;0;
1165;39;24;Jeremias Lorch;Deutschland;1;0;0;
1166;39;34;Stefan Lorenz;Deutschland;0;0;0;
1167;39;7;Philipp Sven Muller;Deutschland;10;2;0;
1168;39;39;Evans Owuso Nyarko;Deutschland;0;0;0;
1169;39;17;Kevin Pezzoni;Deutschland;9;1;0;
1170;39;14;Jules Schwadorf;Deutschland;0;0;0;
1171;39;27;Simon Brandstetter;Deutschland;11;6;0;
1172;39;0;Simon Brandstetter;Deutschland;11;6;0;
1173;39;26;Patrick Breitkreuz;Deutschland;22;3;0;
1174;39;11;Agyemang Diawusie;Deutschland;29;4;0;
1175;39;30;Dominik Martinovic;Kroatien;0;0;0;
1176;39;36;Stephane Mvibudulu;Deutschland;8;0;0;
1177;39;9;Manuel Schäffler;Deutschland;32;18;0;
1178;40;28;Sebastian Gessl;Österreich;0;0;0;
1179;40;1;Dirk Orlishausen;Deutschland;0;0;0;
1180;40;32;Benjamin Uphoff;Deutschland;32;0;0;
1181;40;35;Matthias Bader;Deutschland;26;0;0;
1182;40;2;Burak Can Camoglu;Türkei;24;1;0;
1183;40;25;Jonas Föhrenbach;Deutschland;30;3;0;
1184;40;3;Daniel Gordon;Jamaika;29;3;0;
1185;40;31;Giuseppe Leo;Deutschland;1;0;0;
1186;40;5;David Pisot;Deutschland;32;2;0;
1187;40;4;Martin Stoll;Deutschland;6;0;0;
1188;40;37;Marin Sverko;Kroatien;0;0;0;
1189;40;26;Bjarne Thoelke;Deutschland;0;0;0;
1190;40;13;Kai Bülow;Deutschland;18;1;0;
1191;40;6;Andreas Hofmann;Deutschland;3;0;0;
1192;40;7;Marc Lorenz;Deutschland;25;0;0;
1193;40;8;Marcel Mehlem;Deutschland;24;2;0;
1194;40;23;Florent Muslija;Deutschland;32;1;0;
1195;40;21;Marco Thiede;Deutschland;17;0;0;
1196;40;10;Marvin Wanitzek;Deutschland;31;2;0;
1197;40;22;Nathaniel Amamoo;Ghana;0;0;0;
1198;40;30;Anton Fink;Deutschland;30;7;0;
1199;40;19;Malik Karaahmet;Türkei;0;0;0;
1200;40;29;Kai Luibrand;Deutschland;4;0;0;
1201;40;9;Marvin Pourie;Deutschland;7;0;0;
1202;40;24;Fabian Schleusener;Deutschland;32;16;0;
1203;40;27;Dominik Stroh-Engel;Deutschland;22;1;0;
1204;40;20;Valentino Vujinovic;Deutschland;1;0;0;
1205;41;1;Tim Boss;Deutschland;32;0;0;
1206;41;21;Jannik Bruhns;Deutschland;0;0;0;
1207;41;0;Jannik Bruhns;Deutschland;0;0;0;
1208;41;33;André Poggenborg;Deutschland;0;0;0;
1209;41;19;Aaron Eichhorn;Deutschland;1;0;0;
1210;41;2;Dominik Ernst;Deutschland;29;1;0;
1211;41;0;Dominik Ernst;Deutschland;29;1;0;
1212;41;12;Luca Hardenbicker;Deutschland;0;0;0;
1213;41;3;Bernard Kyere;Ghana;23;1;0;
1214;41;0;Bernard Kyere;Ghana;23;1;0;
1215;41;22;Christoph Menz;Deutschland;11;1;0;
1216;41;27;Cedric Mimbala;Kongo;13;0;0;
1217;41;14;Cimo Rocker;Deutschland;4;0;0;
1218;41;4;Boné Uaferro;Deutschland;7;0;0;
1219;41;6;Okan Adil Kurt;Deutschland;24;2;0;
1220;41;34;Kristoffer Andersen;Belgien;5;0;0;
1221;41;28;Lars Bender;Deutschland;22;2;0;
1222;41;0;Lars Bender;Deutschland;22;2;0;
1223;41;31;Nico Brandenburger;Deutschland;30;4;0;
1224;41;0;Nico Brandenburger;Deutschland;30;4;0;
1225;41;18;Thomas Bröker;Deutschland;8;0;0;
1226;41;0;Thomas Bröker;Deutschland;8;0;0;
1227;41;29;Ali Ceylan;Deutschland;8;0;0;
1228;41;0;Ali Ceylan;Deutschland;8;0;0;
1229;41;37;Manuel Farrona-Pulido;Deutschland;22;3;0;
1230;41;0;Manuel Farrona-Pulido;Deutschland;22;3;0;
1231;41;23;Moritz Fritz;Deutschland;7;0;0;
1232;41;0;Moritz Fritz;Deutschland;7;0;0;
1233;41;10;Maik Kegel;Deutschland;28;1;0;
1234;41;7;Michael Kessel;Deutschland;21;1;0;
1235;41;5;Markus Pazurek;Deutschland;29;2;0;
1236;41;32;Nils Remagen;Deutschland;0;0;0;
1237;41;20;Robin Scheu;Deutschland;30;3;0;
1238;41;0;Robin Scheu;Deutschland;30;3;0;
1239;41;15;Christopher Theisen;Deutschland;12;0;0;
1240;41;38;Kai Burger;Deutschland;1;0;0;
1241;41;30;Hamdi Dahmani;Deutschland;32;9;0;
1242;41;8;Maurice Exslager;Deutschland;0;0;0;
1243;41;11;Amir Falahen;Unbekannt;10;1;0;
1244;41;9;Daniel Keita-Ruel;Deutschland;32;14;0;
1245;42;18;Janis Jonathan Blaswich;Deutschland;29;0;0;
1246;42;1;Kai Eisele;Deutschland;3;0;0;
1247;42;26;Eric Grundemann;Deutschland;0;0;0;
1248;42;4;Tommy Grupe;Deutschland;10;0;0;
1249;42;6;Fabian Holthaus;Deutschland;31;0;0;
1250;42;5;Oliver Hüsing;Deutschland;32;4;0;
1251;42;2;Joshua Nadeau;Frankreich;21;0;0;
1252;42;27;Vladimir Rankovic;Deutschland;18;1;0;
1253;42;29;Nico Rieble;Deutschland;8;0;0;
1254;42;3;Julian Riedel;Deutschland;31;0;0;
1255;42;20;Lukas Scherff;Deutschland;15;1;0;
1256;42;13;Selcuk Alibaz;Deutschland;16;1;0;
1257;42;16;Johann Berger;Deutschland;0;0;0;
1258;42;10;Amaury Bischoff;Portugal;20;1;0;
1259;42;8;Willi Evseev;Deutschland;21;3;0;
1260;42;15;Harry Foll;Deutschland;1;0;0;
1261;42;17;Jakob Gesien;Deutschland;0;0;0;
1262;42;19;Bryan Henning;Deutschland;29;3;0;
1263;42;33;Marcel Hilßner;Deutschland;18;4;0;
1264;42;0;Marcel Hilßner;Deutschland;18;4;0;
1265;42;24;Stefan Wannenwetsch;Deutschland;31;2;0;
1266;42;23;Soufian Benyamina;Deutschland;31;11;0;
1267;42;9;Mounir Bouziane;Frankreich;14;0;0;
1268;42;39;Pascal Breier;Deutschland;12;4;0;
1269;42;14;Mike Owusu;Deutschland;12;0;0;
1270;42;22;Christopher Quiring;Deutschland;9;0;0;
1271;42;7;Tim Väyrynen;Finnland;25;3;0;
1272;42;38;Marcel Ziemer;Deutschland;6;1;0;
1273;43;34;Lukas Königshofer;Österreich;5;0;0;
1274;43;22;Nico Mantl;Deutschland;0;0;0;
1275;43;1;Korbinian Müller;Deutschland;27;0;0;
1276;43;2;Maximilian Bauer;Deutschland;23;0;0;
1277;43;8;Max Dombrowka;Deutschland;31;2;0;
1278;43;15;Christoph Greger;Deutschland;27;1;0;
1279;43;3;Thomas Hagn;Deutschland;19;4;0;
1280;43;38;Marios Papachristoforou;Deutschland;0;0;0;
1281;43;5;Josef Welzmüller;Deutschland;25;1;0;
1282;43;28;Florian Wiedl;Australien;0;0;0;
1283;43;4;Alexander Winkler;Deutschland;25;0;0;
1284;43;21;Sascha Bigalke;Deutschland;32;4;0;
1285;43;31;Orestis Kiomourtzoglou;Deutschland;22;1;0;
1286;43;30;Luca Marseiler;Deutschland;2;0;0;
1287;43;13;Jim-Patrick Müller;Deutschland;16;2;0;
1288;43;10;Maximilian Nicu;Rumänien;13;0;0;
1289;43;23;Anes Osmanoski;Mazedonien;0;0;0;
1290;43;19;Alexander Piller;Deutschland;7;0;0;
1291;43;35;Finn Porath;Deutschland;24;4;0;
1292;43;32;Tim Schels;Deutschland;3;0;0;
1293;43;20;Dominik Stahl;Deutschland;22;3;0;
1294;43;18;Thomas Steinherr;Deutschland;28;0;0;
1295;43;6;Ulrich Taffertshofer;Deutschland;30;1;0;
1296;43;17;Mark Zettl;Deutschland;1;0;0;
1297;43;33;Christoph Ehlich;Deutschland;0;0;0;
1298;43;9;Stephan Hain;Deutschland;31;17;0;
1299;43;24;Alexander Kaltner;Deutschland;0;0;0;
1300;43;27;Vitalij Lux;Kirgisistan;10;1;0;
1301;43;11;Stefan Schimmer;Deutschland;22;3;0;
1302;43;29;Pascal Schoch;Deutschland;0;0;0;
1303;44;21;Patrick Drewes;Deutschland;19;0;0;
1304;44;1;Wolfgang Hesl;Deutschland;13;0;0;
1305;44;2;Maximilian Ahlschwede;Deutschland;29;0;0;
1306;44;5;Hendrik Hansen;Deutschland;0;0;0;
1307;44;16;Peter Kurzweg;Deutschland;0;0;0;
1308;44;29;Sebastian Neumann;Deutschland;32;4;0;
1309;44;4;Jannis Nikolaou;Deutschland;30;4;0;
1310;44;5;Clemens Schoppenhauer;Deutschland;0;0;0;
1311;44;27;Sebastian Schuppan;Deutschland;28;2;0;
1312;44;3;Anthony Syhre;Deutschland;22;0;0;
1313;44;15;Franko Uzelac;Deutschland;5;0;0;
1314;44;6;Kai Wagner;Deutschland;22;0;0;
1315;44;4;Rico Benatelli;Deutschland;0;0;0;
1316;44;0;Sebastian Ernst;Deutschland;0;0;0;
1317;44;13;Lukas Frode;Deutschland;0;0;0;
1318;44;31;Patrick Göbel;Deutschland;31;6;0;
1319;44;25;Björn Jopek;Deutschland;9;1;0;
1320;44;14;Joannis Karsanidis;Griechenland;1;0;0;
1321;44;22;Fabio Kaufmann;Deutschland;9;0;0;
1322;44;0;Fabio Kaufmann;Deutschland;9;0;0;
1323;44;23;Florian Kohls;Deutschland;0;0;0;
1324;44;16;Dennis Mast;Deutschland;21;0;0;
1325;44;7;Felix Müller;Deutschland;29;3;0;
1326;44;21;Tobias Schröck;Deutschland;0;0;0;
1327;44;18;Simon Skarlatidis;Deutschland;27;5;0;
1328;44;8;Emanuel Taffertshofer;Deutschland;25;1;0;
1329;44;38;Nico Wagner;Deutschland;0;0;0;
1330;44;19;Orhan Ademi;Schweiz;27;10;0;
1331;44;9;Dominic Baumann;Deutschland;29;2;0;
1332;44;11;Enis Bytyqi;Unbekannt;13;1;0;
1333;44;10;Marco Königs;Deutschland;22;2;0;
1334;44;37;Leonard Langhans;Deutschland;0;0;0;
1335;44;37;Onur Unlucifci;Deutschland;0;0;0;
1336;44;23;Patrick Weihrauch;Deutschland;0;0;0;
1337;47;32;Erik Domaschke;Deutschland;31;0;0;
1338;47;1;Jeroen Gies;Deutschland;2;0;0;
1339;47;12;Matthis Harsmann;Deutschland;0;0;0;
1340;47;0;Giorgio Beltau;Niederlande;0;0;0;
1341;47;0;Fabian Cordes;Deutschland;0;0;0;
1342;47;31;Marcel Gebers;Deutschland;32;2;0;
1343;47;6;Dennis Geiger;Deutschland;4;0;0;
1344;47;3;Janik Jesgarzewski;Deutschland;19;0;0;
1345;47;19;Yannik Nuxoll;Deutschland;0;0;0;
1346;47;36;Marc-Julian Puschel;Deutschland;0;0;0;
1347;47;22;Steffen Puttkammer;Deutschland;20;0;0;
1348;47;37;Fabian Senninger;Deutschland;19;0;0;
1349;47;5;Jovan Vidovic;Slowenien;26;1;0;
1350;47;27;David Vrzogic;Deutschland;19;0;0;
1351;47;29;Mike-Steven Bähre;Deutschland;10;0;0;
1352;47;15;Markus Ballmert;Deutschland;24;0;0;
1353;47;11;Thorben Deters;Deutschland;12;0;0;
1354;47;4;Menno Heerkes;Niederlande;2;0;0;
1355;47;8;Thilo Leugers;Deutschland;29;3;0;
1356;47;25;Patrick Posipal;Deutschland;17;0;0;
1357;47;21;Jens Robben;Deutschland;1;0;0;
1358;47;10;Martin Wagner;Deutschland;31;3;0;
1359;47;14;Leon Demaj;Unbekannt;2;0;0;
1360;47;30;Benjamin Girth;Deutschland;31;17;0;
1361;47;0;Sven Goldschmidt;Deutschland;0;0;0;
1362;47;9;Nico Granatowski;Deutschland;29;2;0;
1363;47;18;Haris Hyseni;Deutschland;15;0;0;
1364;47;20;Marius Kleinsorge;Deutschland;28;7;0;
1365;47;17;Max Kremer;Deutschland;29;1;0;
1366;47;0;Luca Sellere;Deutschland;0;0;0;
1367;47;23;Luka Tankulic;Deutschland;8;1;0;
1368;47;7;Devann Yao;Vereinigte Staaten;6;0;0;
1369;47;6;Dennis Geiger;Deutschland;4;0;0;
1370;45;1;Daniel Bernhardt;Deutschland;31;0;0;
1371;45;22;Raif Husic;Deutschland;2;0;0;
1372;45;28;Matthias Layer;Deutschland;0;0;0;
1373;45;16;Thomas Geyer;Deutschland;31;0;0;
1374;45;18;Robert Müller;Deutschland;18;0;0;
1375;45;29;Antonios Papadopoulos;Deutschland;1;0;0;
1376;45;33;Torben Rehfeldt;Deutschland;31;0;0;
1377;45;23;Patrick Schorr;Deutschland;26;1;0;
1378;45;21;Thorsten Schulz;Deutschland;20;0;0;
1379;45;4;Junya Suzuki;Japan;1;0;0;
1380;45;17;Sascha Traut;Deutschland;31;1;0;
1381;45;26;Noah Feil;Deutschland;0;0;0;
1382;45;8;Lukas Lammel;Deutschland;15;0;0;
1383;45;0;Lukas Lammel;Deutschland;15;0;0;
1384;45;6;Rico Preißinger;Deutschland;29;3;0;
1385;45;25;Daniel Stanese;Kanada;26;1;0;
1386;45;7;Mattia Trianni;Italien;16;1;0;
1387;45;15;Vasiliadis;Griechenland;20;4;0;
1388;45;20;Natsuhiko Watanabe;Japan;1;0;0;
1389;45;19;Maximilian Welzmüller;Deutschland;28;2;0;
1390;45;27;Marcel Bär;Deutschland;28;6;0;
1391;45;9;Cagatay Kader;Deutschland;5;1;0;
1392;45;10;Matthias Morys;Deutschland;30;14;0;
1393;45;24;Luca Pascal Schnellbacher;Deutschland;31;8;0;
1394;45;13;Gerrit Wegkamp;Deutschland;29;2;0;
1395;46;32;Tom Muller;Deutschland;19;1;0;
1396;46;33;Michael Netolitzky;Deutschland;0;0;0;
1397;46;1;Oliver Schnitzler;Deutschland;15;0;0;
1398;46;34;Max Barnofsky;Deutschland;12;0;0;
1399;46;27;Fabian Baumgärtel;Deutschland;32;3;0;
1400;46;28;Fabian Franke;Deutschland;6;0;0;
1401;46;13;Stefan Kleineheismann;Deutschland;28;1;0;
1402;46;31;Niklas Landgraf;Deutschland;13;0;0;
1403;46;26;Tobias Müller;Deutschland;20;0;0;
1404;46;2;Tobias Schilk;Deutschland;28;0;0;
1405;46;4;Hendrik Starostzik;Deutschland;15;0;0;
1406;46;0;Hendrik Starostzik;Deutschland;15;0;0;
1407;46;22;Marvin Ajani;Deutschland;24;4;0;
1408;46;8;Daniel Bohl;Deutschland;20;1;0;
1409;46;0;Daniel Bohl;Deutschland;20;1;0;
1410;46;20;Royal Dominique Fennell;Deutschland;18;1;0;
1411;46;5;Klaus Gjasula;Deutschland;17;3;0;
1412;46;0;Julian Guttau;Deutschland;0;0;0;
1413;46;6;Toni Lindenhahn;Deutschland;18;2;0;
1414;46;18;Martin Ludwig;Deutschland;15;0;0;
1415;46;17;Pasquale Monopoli;Deutschland;4;0;0;
1416;46;21;Erik Zenga;Deutschland;23;2;0;
1417;46;11;Hilal El-Helwe;Libanon;29;4;0;
1418;46;10;Mathias Fetsch;Deutschland;28;5;0;
1419;46;0;Mathias Fetsch;Deutschland;28;5;0;
1420;46;23;Braydon Manu;Deutschland;21;3;0;
1421;46;0;Braydon Manu;Deutschland;21;3;0;
1422;46;15;Justin Neumann;Deutschland;2;0;0;
1423;46;9;Benjamin Pintol;Bosnien-Herzegowina;8;3;0;
1424;46;7;Martin Röser;Deutschland;17;5;0;
1425;46;25;Petar Sliskovic;Kroatien;9;4;0;
1426;46;19;Vincent Louis Stenzel;Deutschland;4;0;0;
1427;48;1;Kevin Broll;Deutschland;31;0;0;
1428;48;21;Maximilian Reule;Deutschland;1;0;0;
1429;48;25;Kai Gehring;Deutschland;30;2;0;
1430;48;4;Lukas Hoffmann;Deutschland;3;0;0;
1431;48;5;Julian Leist;Deutschland;29;1;0;
1432;48;20;Özgür Özdemir;Türkei;19;1;0;
1433;48;17;Sebastian Schiek;Deutschland;15;1;0;
1434;48;15;Felice Vecchione;Italien;0;0;0;
1435;48;27;Michael Vitzthum;Deutschland;24;3;0;
1436;48;7;Shqiprim Binakaj;Serbien;20;3;0;
1437;48;6;Sebastian Bösel;Deutschland;29;0;0;
1438;48;30;Jeff-Dennis Fehr;Deutschland;7;0;0;
1439;48;10;Taxiarchis Fountas;Griechenland;12;1;0;
1440;48;23;Nico Gutjahr;Deutschland;2;0;0;
1441;48;22;Daniel Hägele;Deutschland;30;5;0;
1442;48;29;Jannes Hoffmann;Deutschland;18;0;0;
1443;48;28;Dominik Pelivan;Deutschland;11;0;0;
1444;48;20;Lucas Röser;Deutschland;0;0;0;
1445;48;18;Timo Röttger;Deutschland;28;8;0;
1446;48;8;Pascal Sohm;Deutschland;19;2;0;
1447;48;24;Yannick Thermann;Deutschland;15;1;0;
1448;48;14;Alexander Aschauer;Österreich;9;1;0;
1449;48;19;Makana Baku;Deutschland;23;0;0;
1450;48;13;Joseph-Claude Gyau;Vereinigte Staaten;28;5;0;
1451;48;16;Mario Rodriguez;Vereinigte Staaten;13;0;0;
